date,user_id,category,merchant,amount_inr,payment_method,is_recurring,recurring_code
20-08-2020,1001,Miscellaneous,Flipkart,62.68,UPI,FALSE,
20-08-2020,1001,Utilities,Broadband ISP,398.41,Debit Card,FALSE,
21-08-2020,1001,Groceries,DMart,420.56,NetBanking,FALSE,
22-08-2020,1001,Transport,Uber,194.75,Credit Card,FALSE,
23-08-2020,1001,Groceries,DMart,734,NetBanking,FALSE,
23-08-2020,1001,Healthcare,Thyrocare,261.48,UPI,FALSE,
24-08-2020,1001,Rent,ApartmentMgmt,10535.71,NetBanking,TRUE,RENT
24-08-2020,1001,Entertainment,PlayStore,241.13,UPI,FALSE,
24-08-2020,1001,Travel,AirIndia,807.18,Debit Card,FALSE,
24-08-2020,1001,Miscellaneous,Amazon,50,Debit Card,FALSE,
24-08-2020,1001,Utilities,Broadband ISP,554.65,UPI,FALSE,
25-08-2020,1001,Dining,Swiggy,322.71,Cash,FALSE,
26-08-2020,1001,Groceries,RelianceFresh,576.18,Credit Card,FALSE,
26-08-2020,1001,Groceries,DMart,277.64,Credit Card,FALSE,
26-08-2020,1001,Groceries,BigBazaar,576.06,UPI,FALSE,
26-08-2020,1001,Miscellaneous,Flipkart,73.68,UPI,FALSE,
26-08-2020,1001,Entertainment,PVR,221.37,UPI,FALSE,
27-08-2020,1001,Travel,IndiGo,1005.55,UPI,FALSE,
27-08-2020,1001,Rent,ApartmentMgmt,27090.75,Debit Card,TRUE,RENT
27-08-2020,1001,Subscriptions,YouTubePremium,230.99,UPI,TRUE,SUBS
27-08-2020,1001,Miscellaneous,GiftShop,61.27,NetBanking,FALSE,
28-08-2020,1001,Transport,Ola,129.32,Credit Card,FALSE,
29-08-2020,1001,Healthcare,Thyrocare,65.75,Credit Card,FALSE,
29-08-2020,1001,Miscellaneous,StationeryStore,72.22,UPI,FALSE,
29-08-2020,1001,Entertainment,BookMyShow,220.84,Credit Card,FALSE,
30-08-2020,1001,Dining,Dominos,203.32,UPI,FALSE,
30-08-2020,1001,Insurance,LIC,1499.43,UPI,TRUE,INS
30-08-2020,1001,Dining,Dominos,168.13,UPI,FALSE,
31-08-2020,1001,Miscellaneous,StationeryStore,82.8,UPI,FALSE,
31-08-2020,1001,Transport,Ola,125.61,Credit Card,FALSE,
31-08-2020,1001,Groceries,RelianceFresh,488.84,UPI,FALSE,
31-08-2020,1001,Groceries,LocalKirana,457.37,Cash,FALSE,
31-08-2020,1001,Transport,Metro,113.13,Debit Card,FALSE,
01-09-2020,1001,Travel,AirIndia,618.72,UPI,FALSE,
01-09-2020,1001,Rent,ApartmentMgmt,1492.32,Debit Card,TRUE,RENT
01-09-2020,1001,Utilities,Broadband ISP,411.42,UPI,FALSE,
02-09-2020,1001,Healthcare,CityHospital,74.51,UPI,FALSE,
03-09-2020,1001,Rent,Landlord-RTGS,18840.05,Bank Transfer,TRUE,RENT
03-09-2020,1001,Dining,Zomato,277.17,Credit Card,FALSE,
04-09-2020,1001,Travel,MakeMyTrip,298.27,Credit Card,FALSE,
05-09-2020,1001,Transport,Metro,123.56,Credit Card,FALSE,
05-09-2020,1001,Travel,IndiGo,869.11,Cash,FALSE,
05-09-2020,1001,Groceries,RelianceFresh,711.15,UPI,FALSE,
06-09-2020,1001,Groceries,LocalKirana,195.97,Credit Card,FALSE,
06-09-2020,1001,Insurance,HDFCLife,4171.19,Cash,TRUE,INS
07-09-2020,1001,Utilities,ElectricityBoard,434.88,UPI,FALSE,
08-09-2020,1001,Groceries,BigBazaar,540.18,NetBanking,FALSE,
09-09-2020,1001,Groceries,BigBazaar,535.53,NetBanking,FALSE,
09-09-2020,1001,Dining,Dominos,288.62,Credit Card,FALSE,
09-09-2020,1001,Travel,MakeMyTrip,830.74,Credit Card,FALSE,
10-09-2020,1001,Healthcare,ApolloPharmacy,344.55,UPI,FALSE,
10-09-2020,1001,Entertainment,PVR,255.13,NetBanking,FALSE,
11-09-2020,1001,Groceries,LocalKirana,775.27,Credit Card,FALSE,
11-09-2020,1001,Dining,Dominos,50,Credit Card,FALSE,
11-09-2020,1001,Healthcare,ApolloPharmacy,387.63,UPI,FALSE,
12-09-2020,1001,Insurance,ICICIPrudential,2603.92,UPI,TRUE,INS
12-09-2020,1001,Miscellaneous,GiftShop,88.94,Debit Card,FALSE,
12-09-2020,1001,Groceries,LocalKirana,579.5,Credit Card,FALSE,
13-09-2020,1001,Miscellaneous,Amazon,113.49,UPI,FALSE,
13-09-2020,1001,Groceries,LocalKirana,109.99,Debit Card,FALSE,
13-09-2020,1001,Subscriptions,iCloud,343.99,UPI,TRUE,SUBS
14-09-2020,1001,Entertainment,PlayStore,104.77,UPI,FALSE,
14-09-2020,1001,Transport,FuelStation,96.79,UPI,FALSE,
14-09-2020,1001,Utilities,ElectricityBoard,612,UPI,FALSE,
14-09-2020,1001,Utilities,GasCompany,203.09,UPI,FALSE,
15-09-2020,1001,Rent,Landlord-RTGS,16133.5,Debit Card,TRUE,RENT
16-09-2020,1001,Transport,Metro,144.95,Credit Card,FALSE,
16-09-2020,1001,Rent,ApartmentMgmt,9477.97,UPI,TRUE,RENT
16-09-2020,1001,Education,LocalTutors,69.29,Debit Card,FALSE,
17-09-2020,1001,Entertainment,Steam,148.44,NetBanking,FALSE,
17-09-2020,1001,Miscellaneous,Flipkart,50,NetBanking,FALSE,
17-09-2020,1001,Transport,Uber,244.22,Cash,FALSE,
18-09-2020,1001,Subscriptions,Spotify,167.56,Credit Card,TRUE,SUBS
18-09-2020,1001,Subscriptions,PrimeVideo,297.5,Credit Card,TRUE,SUBS
18-09-2020,1001,Subscriptions,iCloud,266.34,Credit Card,TRUE,SUBS
18-09-2020,1001,Subscriptions,Netflix,70.19,Credit Card,TRUE,SUBS
18-09-2020,1001,Subscriptions,iCloud,49.78,Credit Card,TRUE,SUBS
18-09-2020,1001,Utilities,GasCompany,444.27,Credit Card,FALSE,
19-09-2020,1001,Dining,Dominos,208.08,NetBanking,FALSE,
19-09-2020,1001,Dining,Swiggy,496.11,UPI,FALSE,
19-09-2020,1001,Groceries,DMart,224.43,UPI,FALSE,
19-09-2020,1001,Entertainment,PlayStore,143.73,Credit Card,FALSE,
19-09-2020,1001,Groceries,RelianceFresh,111.7,NetBanking,FALSE,
20-09-2020,1001,Groceries,RelianceFresh,212.54,UPI,FALSE,
20-09-2020,1001,Subscriptions,PrimeVideo,102.62,Credit Card,TRUE,SUBS
21-09-2020,1001,Miscellaneous,Amazon,79.45,Debit Card,FALSE,
22-09-2020,1001,Transport,Ola,50,UPI,FALSE,
23-09-2020,1001,Subscriptions,PrimeVideo,336.98,UPI,TRUE,SUBS
23-09-2020,1001,Dining,BarbequeNation,266.38,NetBanking,FALSE,
24-09-2020,1001,Healthcare,Thyrocare,256.29,UPI,FALSE,
24-09-2020,1001,Utilities,GasCompany,695.9,Credit Card,FALSE,
25-09-2020,1001,Education,SkillShare,219.42,UPI,FALSE,
25-09-2020,1001,Miscellaneous,Amazon,82.69,UPI,FALSE,
26-09-2020,1001,Healthcare,CityHospital,365.48,UPI,FALSE,
26-09-2020,1001,Travel,MakeMyTrip,682.84,Cash,FALSE,
26-09-2020,1001,Transport,Uber,50,UPI,FALSE,
26-09-2020,1001,Entertainment,BookMyShow,119.7,UPI,FALSE,
26-09-2020,1001,Groceries,RelianceFresh,417.38,UPI,FALSE,
26-09-2020,1001,Healthcare,ApolloPharmacy,234.61,UPI,FALSE,
26-09-2020,1001,Dining,Dominos,371.63,UPI,FALSE,
26-09-2020,1001,Travel,IndiGo,639,UPI,FALSE,
26-09-2020,1001,Transport,Uber,184.05,UPI,FALSE,
27-09-2020,1001,Utilities,ElectricityBoard,298.02,UPI,FALSE,
27-09-2020,1001,Transport,Uber,136.98,NetBanking,FALSE,
27-09-2020,1001,Subscriptions,iCloud,198.8,UPI,TRUE,SUBS
28-09-2020,1001,Utilities,WaterWorks,412.99,UPI,FALSE,
29-09-2020,1001,Utilities,Broadband ISP,547.12,UPI,FALSE,
30-09-2020,1001,Groceries,RelianceFresh,918.9,Credit Card,FALSE,
01-10-2020,1001,Groceries,LocalKirana,389.42,UPI,FALSE,
02-10-2020,1001,Travel,AirIndia,1319.71,UPI,FALSE,
02-10-2020,1001,Entertainment,PVR,174.63,Credit Card,FALSE,
03-10-2020,1001,Rent,Landlord-RTGS,19248.2,Bank Transfer,TRUE,RENT
03-10-2020,1001,Rent,Landlord-RTGS,28106.12,Credit Card,TRUE,RENT
03-10-2020,1001,Education,SkillShare,67.97,Credit Card,FALSE,
03-10-2020,1001,Utilities,Broadband ISP,670.47,Cash,FALSE,
04-10-2020,1001,Miscellaneous,Amazon,121,Credit Card,FALSE,
05-10-2020,1001,Healthcare,Thyrocare,117.77,Credit Card,FALSE,
05-10-2020,1001,Miscellaneous,Amazon,86.32,Debit Card,FALSE,
06-10-2020,1001,Dining,Dominos,185.76,NetBanking,FALSE,
06-10-2020,1001,Rent,Landlord-RTGS,21019.46,Cash,TRUE,RENT
07-10-2020,1001,Dining,Dominos,255.34,UPI,FALSE,
08-10-2020,1001,Groceries,BigBazaar,508.86,Credit Card,FALSE,
08-10-2020,1001,Utilities,WaterWorks,338.02,NetBanking,FALSE,
09-10-2020,1001,Education,Coursera,390.98,Credit Card,FALSE,
10-10-2020,1001,Miscellaneous,Flipkart,50,UPI,FALSE,
10-10-2020,1001,Groceries,BigBazaar,267.01,Debit Card,FALSE,
10-10-2020,1001,Miscellaneous,Amazon,50,UPI,FALSE,
11-10-2020,1001,Groceries,RelianceFresh,635.33,Debit Card,FALSE,
11-10-2020,1001,Utilities,Broadband ISP,369.11,UPI,FALSE,
11-10-2020,1001,Transport,Metro,92.67,UPI,FALSE,
11-10-2020,1001,Groceries,DMart,512.87,Debit Card,FALSE,
11-10-2020,1001,Travel,OYO,1286.44,Credit Card,FALSE,
12-10-2020,1001,Insurance,ICICIPrudential,2511.35,UPI,TRUE,INS
12-10-2020,1001,Entertainment,PVR,304.08,Cash,FALSE,
12-10-2020,1001,Dining,Zomato,192.08,UPI,FALSE,
12-10-2020,1001,Healthcare,ApolloPharmacy,284.02,UPI,FALSE,
12-10-2020,1001,Dining,BarbequeNation,130.72,UPI,FALSE,
12-10-2020,1001,Entertainment,Steam,222.73,UPI,FALSE,
13-10-2020,1001,Miscellaneous,StationeryStore,50,Cash,FALSE,
13-10-2020,1001,Groceries,DMart,304.66,NetBanking,FALSE,
13-10-2020,1001,Utilities,GasCompany,533.82,Cash,FALSE,
14-10-2020,1001,Groceries,DMart,574.51,Credit Card,FALSE,
14-10-2020,1001,Transport,Uber,191.74,UPI,FALSE,
15-10-2020,1001,Healthcare,CityHospital,114.05,UPI,FALSE,
15-10-2020,1001,Dining,CafeCoffeeDay,339.1,Credit Card,FALSE,
16-10-2020,1001,Groceries,LocalKirana,821.95,UPI,FALSE,
16-10-2020,1001,Education,LocalTutors,108.61,Debit Card,FALSE,
16-10-2020,1001,Travel,IRCTC,1152.41,Credit Card,FALSE,
17-10-2020,1001,Education,Udemy,294.54,Credit Card,FALSE,
18-10-2020,1001,Subscriptions,PrimeVideo,49,Credit Card,TRUE,SUBS
18-10-2020,1001,Subscriptions,iCloud,877.46,Credit Card,TRUE,SUBS
18-10-2020,1001,Subscriptions,PrimeVideo,49,Credit Card,TRUE,SUBS
18-10-2020,1001,Dining,Dominos,228.09,Credit Card,FALSE,
18-10-2020,1001,Miscellaneous,Amazon,132.76,Credit Card,FALSE,
18-10-2020,1001,Dining,Zomato,485.54,UPI,FALSE,
18-10-2020,1001,Transport,Metro,120.82,Credit Card,FALSE,
18-10-2020,1001,Dining,CafeCoffeeDay,230.92,Credit Card,FALSE,
19-10-2020,1001,Utilities,Broadband ISP,50,Debit Card,FALSE,
19-10-2020,1001,Transport,FuelStation,151.22,UPI,FALSE,
20-10-2020,1001,Subscriptions,Netflix,482.57,Credit Card,TRUE,SUBS
20-10-2020,1001,Healthcare,ApolloPharmacy,215.19,UPI,FALSE,
21-10-2020,1001,Entertainment,BookMyShow,190.66,UPI,FALSE,
21-10-2020,1001,Miscellaneous,GiftShop,72.96,Debit Card,FALSE,
22-10-2020,1001,Transport,Ola,163.86,NetBanking,FALSE,
23-10-2020,1001,Miscellaneous,GiftShop,89.61,Debit Card,FALSE,
23-10-2020,1001,Transport,Ola,50,UPI,FALSE,
24-10-2020,1001,Groceries,RelianceFresh,562.75,UPI,FALSE,
24-10-2020,1001,Travel,MakeMyTrip,997.91,UPI,FALSE,
24-10-2020,1001,Transport,FuelStation,171.74,Debit Card,FALSE,
24-10-2020,1001,Travel,MakeMyTrip,1301.84,UPI,FALSE,
25-10-2020,1001,Entertainment,PlayStore,164.32,NetBanking,FALSE,
25-10-2020,1001,Groceries,LocalKirana,653.79,NetBanking,FALSE,
25-10-2020,1001,Transport,FuelStation,127.02,Credit Card,FALSE,
25-10-2020,1001,Groceries,LocalKirana,446.82,UPI,FALSE,
26-10-2020,1001,Groceries,BigBazaar,438.85,UPI,FALSE,
27-10-2020,1001,Rent,Landlord-RTGS,27101.84,Cash,TRUE,RENT
27-10-2020,1001,Miscellaneous,GiftShop,155.87,UPI,FALSE,
28-10-2020,1001,Education,LocalTutors,405.51,Cash,FALSE,
28-10-2020,1001,Utilities,ElectricityBoard,611.58,Credit Card,FALSE,
28-10-2020,1001,Insurance,HDFCLife,3044.33,Credit Card,TRUE,INS
28-10-2020,1001,Transport,Uber,52.17,UPI,FALSE,
29-10-2020,1001,Groceries,DMart,268.84,UPI,FALSE,
29-10-2020,1001,Transport,Ola,230.64,Debit Card,FALSE,
29-10-2020,1001,Groceries,LocalKirana,703.59,UPI,FALSE,
30-10-2020,1001,Miscellaneous,Amazon,102.48,UPI,FALSE,
31-10-2020,1001,Miscellaneous,StationeryStore,50,Debit Card,FALSE,
31-10-2020,1001,Miscellaneous,StationeryStore,63.25,UPI,FALSE,
01-11-2020,1001,Rent,Landlord-RTGS,25203.91,UPI,TRUE,RENT
01-11-2020,1001,Utilities,GasCompany,628.39,NetBanking,FALSE,
02-11-2020,1001,Rent,Landlord-RTGS,16648.25,Credit Card,TRUE,RENT
03-11-2020,1001,Rent,Landlord-RTGS,20372.62,Bank Transfer,TRUE,RENT
03-11-2020,1001,Miscellaneous,Amazon,83.04,Debit Card,FALSE,
03-11-2020,1001,Entertainment,PVR,251.98,Debit Card,FALSE,
03-11-2020,1001,Groceries,LocalKirana,485.05,Credit Card,FALSE,
04-11-2020,1001,Miscellaneous,Flipkart,50,Credit Card,FALSE,
04-11-2020,1001,Insurance,HDFCLife,3131.29,UPI,TRUE,INS
05-11-2020,1001,Healthcare,CityHospital,75.44,NetBanking,FALSE,
05-11-2020,1001,Subscriptions,iCloud,331.38,Credit Card,TRUE,SUBS
05-11-2020,1001,Dining,BarbequeNation,99.52,NetBanking,FALSE,
06-11-2020,1001,Groceries,LocalKirana,307.2,UPI,FALSE,
06-11-2020,1001,Groceries,LocalKirana,368.14,UPI,FALSE,
06-11-2020,1001,Dining,Dominos,302.05,UPI,FALSE,
06-11-2020,1001,Rent,Landlord-RTGS,20770.89,Credit Card,TRUE,RENT
06-11-2020,1001,Miscellaneous,GiftShop,149.39,UPI,FALSE,
07-11-2020,1001,Subscriptions,Spotify,175.63,Debit Card,TRUE,SUBS
07-11-2020,1001,Groceries,RelianceFresh,680.25,Debit Card,FALSE,
07-11-2020,1001,Entertainment,PVR,102.34,UPI,FALSE,
07-11-2020,1001,Utilities,ElectricityBoard,324.82,Cash,FALSE,
07-11-2020,1001,Transport,Metro,179.16,Credit Card,FALSE,
07-11-2020,1001,Transport,Uber,79.76,Debit Card,FALSE,
08-11-2020,1001,Entertainment,PVR,254.14,Credit Card,FALSE,
08-11-2020,1001,Dining,Dominos,315.56,UPI,FALSE,
08-11-2020,1001,Insurance,HDFCLife,2694.66,NetBanking,TRUE,INS
08-11-2020,1001,Groceries,LocalKirana,454.22,Debit Card,FALSE,
08-11-2020,1001,Utilities,WaterWorks,327.19,UPI,FALSE,
08-11-2020,1001,Utilities,Broadband ISP,380.72,NetBanking,FALSE,
08-11-2020,1001,Transport,FuelStation,93.06,Credit Card,FALSE,
08-11-2020,1001,Transport,FuelStation,68.43,Credit Card,FALSE,
08-11-2020,1001,Dining,CafeCoffeeDay,126.87,NetBanking,FALSE,
08-11-2020,1001,Healthcare,Thyrocare,158.83,Credit Card,FALSE,
08-11-2020,1001,Groceries,BigBazaar,240.7,UPI,FALSE,
09-11-2020,1001,Miscellaneous,Flipkart,50,Credit Card,FALSE,
09-11-2020,1001,Transport,Uber,179.53,Debit Card,FALSE,
09-11-2020,1001,Groceries,RelianceFresh,513.8,Credit Card,FALSE,
10-11-2020,1001,Dining,Swiggy,326.87,UPI,FALSE,
10-11-2020,1001,Travel,AirIndia,636.14,Credit Card,FALSE,
10-11-2020,1001,Groceries,RelianceFresh,307.45,Debit Card,FALSE,
11-11-2020,1001,Dining,Swiggy,323.51,Debit Card,FALSE,
11-11-2020,1001,Subscriptions,PrimeVideo,382.72,UPI,TRUE,SUBS
12-11-2020,1001,Insurance,HDFCLife,2771.07,UPI,TRUE,INS
12-11-2020,1001,Healthcare,CityHospital,262.43,NetBanking,FALSE,
12-11-2020,1001,Utilities,WaterWorks,102.89,UPI,FALSE,
13-11-2020,1001,Dining,Zomato,384.01,Credit Card,FALSE,
13-11-2020,1001,Transport,FuelStation,90.19,UPI,FALSE,
13-11-2020,1001,Groceries,RelianceFresh,50,Credit Card,FALSE,
13-11-2020,1001,Utilities,WaterWorks,357.81,UPI,FALSE,
14-11-2020,1001,Education,SkillShare,129.02,Debit Card,FALSE,
14-11-2020,1001,Groceries,RelianceFresh,311.54,Debit Card,FALSE,
15-11-2020,1001,Groceries,DMart,440.41,Credit Card,FALSE,
15-11-2020,1001,Transport,Ola,184.3,UPI,FALSE,
16-11-2020,1001,Dining,BarbequeNation,210.38,UPI,FALSE,
16-11-2020,1001,Rent,Landlord-RTGS,13680.95,Credit Card,TRUE,RENT
16-11-2020,1001,Groceries,DMart,547.81,Credit Card,FALSE,
16-11-2020,1001,Rent,Landlord-RTGS,10748.82,NetBanking,TRUE,RENT
16-11-2020,1001,Utilities,Broadband ISP,221.97,UPI,FALSE,
17-11-2020,1001,Transport,FuelStation,135.27,UPI,FALSE,
17-11-2020,1001,Education,Coursera,410.66,NetBanking,FALSE,
17-11-2020,1001,Dining,Zomato,204.43,UPI,FALSE,
17-11-2020,1001,Miscellaneous,GiftShop,50,Credit Card,FALSE,
18-11-2020,1001,Subscriptions,iCloud,59.84,Credit Card,TRUE,SUBS
18-11-2020,1001,Subscriptions,Spotify,63.61,Credit Card,TRUE,SUBS
18-11-2020,1001,Subscriptions,Netflix,183.92,Credit Card,TRUE,SUBS
18-11-2020,1001,Subscriptions,YouTubePremium,508.87,Credit Card,TRUE,SUBS
18-11-2020,1001,Groceries,LocalKirana,454.93,Credit Card,FALSE,
19-11-2020,1001,Groceries,RelianceFresh,50,Cash,FALSE,
19-11-2020,1001,Groceries,LocalKirana,762.09,Cash,FALSE,
19-11-2020,1001,Dining,Swiggy,273.59,UPI,FALSE,
20-11-2020,1001,Miscellaneous,Amazon,82.71,Credit Card,FALSE,
21-11-2020,1001,Transport,FuelStation,96.05,Cash,FALSE,
21-11-2020,1001,Subscriptions,iCloud,158.78,NetBanking,TRUE,SUBS
21-11-2020,1001,Groceries,BigBazaar,200.98,UPI,FALSE,
21-11-2020,1001,Education,Coursera,172.9,UPI,FALSE,
22-11-2020,1001,Dining,CafeCoffeeDay,186.32,UPI,FALSE,
22-11-2020,1001,Utilities,Broadband ISP,325.65,UPI,FALSE,
23-11-2020,1001,Entertainment,PlayStore,200.62,UPI,FALSE,
24-11-2020,1001,Healthcare,Thyrocare,230.74,Credit Card,FALSE,
24-11-2020,1001,Subscriptions,Netflix,69.9,Credit Card,TRUE,SUBS
24-11-2020,1001,Dining,Zomato,101.68,UPI,FALSE,
24-11-2020,1001,Subscriptions,Netflix,131.82,Debit Card,TRUE,SUBS
25-11-2020,1001,Groceries,DMart,425.57,Credit Card,FALSE,
26-11-2020,1001,Groceries,DMart,356.16,UPI,FALSE,
27-11-2020,1001,Miscellaneous,Flipkart,79.48,Credit Card,FALSE,
27-11-2020,1001,Travel,OYO,966.56,Credit Card,FALSE,
28-11-2020,1001,Transport,FuelStation,50,UPI,FALSE,
28-11-2020,1001,Miscellaneous,GiftShop,98.76,Debit Card,FALSE,
28-11-2020,1001,Groceries,BigBazaar,473.36,Debit Card,FALSE,
29-11-2020,1001,Groceries,LocalKirana,384.13,Credit Card,FALSE,
30-11-2020,1001,Miscellaneous,Flipkart,116.85,UPI,FALSE,
30-11-2020,1001,Miscellaneous,GiftShop,132.3,UPI,FALSE,
01-12-2020,1001,Travel,MakeMyTrip,386.35,UPI,FALSE,
02-12-2020,1001,Groceries,RelianceFresh,268.77,NetBanking,FALSE,
02-12-2020,1001,Utilities,GasCompany,659.96,Credit Card,FALSE,
03-12-2020,1001,Rent,Landlord-RTGS,19974.33,Bank Transfer,TRUE,RENT
03-12-2020,1001,Transport,Uber,151.49,UPI,FALSE,
03-12-2020,1001,Subscriptions,YouTubePremium,354.16,UPI,TRUE,SUBS
04-12-2020,1001,Healthcare,Thyrocare,476.99,UPI,FALSE,
04-12-2020,1001,Transport,FuelStation,111.54,UPI,FALSE,
04-12-2020,1001,Travel,OYO,1417.63,UPI,FALSE,
04-12-2020,1001,Dining,Dominos,425.22,Credit Card,FALSE,
05-12-2020,1001,Dining,CafeCoffeeDay,69.93,Credit Card,FALSE,
05-12-2020,1001,Transport,Uber,106.38,NetBanking,FALSE,
05-12-2020,1001,Rent,ApartmentMgmt,20036.07,Credit Card,TRUE,RENT
06-12-2020,1001,Transport,Metro,116.73,NetBanking,FALSE,
06-12-2020,1001,Dining,CafeCoffeeDay,402.81,Credit Card,FALSE,
06-12-2020,1001,Subscriptions,YouTubePremium,180.06,Credit Card,TRUE,SUBS
06-12-2020,1001,Miscellaneous,Flipkart,89.13,UPI,FALSE,
06-12-2020,1001,Rent,ApartmentMgmt,3588.99,UPI,TRUE,RENT
07-12-2020,1001,Entertainment,BookMyShow,147.92,UPI,FALSE,
07-12-2020,1001,Utilities,WaterWorks,531.66,UPI,FALSE,
07-12-2020,1001,Dining,Dominos,187.04,UPI,FALSE,
08-12-2020,1001,Dining,CafeCoffeeDay,262.22,Credit Card,FALSE,
08-12-2020,1001,Entertainment,BookMyShow,115.34,Debit Card,FALSE,
09-12-2020,1001,Travel,MakeMyTrip,495.4,Debit Card,FALSE,
09-12-2020,1001,Healthcare,Thyrocare,50,Credit Card,FALSE,
09-12-2020,1001,Healthcare,Thyrocare,98.94,Debit Card,FALSE,
09-12-2020,1001,Groceries,LocalKirana,695.66,UPI,FALSE,
10-12-2020,1001,Healthcare,CityHospital,288.49,NetBanking,FALSE,
11-12-2020,1001,Travel,IndiGo,1570.95,UPI,FALSE,
11-12-2020,1001,Groceries,DMart,531.41,Credit Card,FALSE,
11-12-2020,1001,Miscellaneous,Amazon,125.81,UPI,FALSE,
11-12-2020,1001,Groceries,DMart,348.79,Debit Card,FALSE,
12-12-2020,1001,Insurance,LIC,2587.7,UPI,TRUE,INS
12-12-2020,1001,Groceries,LocalKirana,446.6,Credit Card,FALSE,
12-12-2020,1001,Rent,Landlord-RTGS,20798.25,NetBanking,TRUE,RENT
13-12-2020,1001,Travel,AirIndia,320.7,Credit Card,FALSE,
13-12-2020,1001,Utilities,GasCompany,129.28,Credit Card,FALSE,
13-12-2020,1001,Miscellaneous,StationeryStore,52.43,UPI,FALSE,
14-12-2020,1001,Groceries,RelianceFresh,590.17,Credit Card,FALSE,
15-12-2020,1001,Travel,IndiGo,887.34,Cash,FALSE,
15-12-2020,1001,Miscellaneous,Amazon,50,Credit Card,FALSE,
15-12-2020,1001,Transport,Metro,201,Credit Card,FALSE,
16-12-2020,1001,Groceries,LocalKirana,355.96,Debit Card,FALSE,
16-12-2020,1001,Miscellaneous,Flipkart,104.03,UPI,FALSE,
17-12-2020,1001,Healthcare,CityHospital,218.52,Debit Card,FALSE,
17-12-2020,1001,Miscellaneous,Amazon,96.27,UPI,FALSE,
17-12-2020,1001,Dining,Dominos,173.85,UPI,FALSE,
17-12-2020,1001,Dining,BarbequeNation,226.27,Cash,FALSE,
18-12-2020,1001,Subscriptions,Spotify,125.43,Credit Card,TRUE,SUBS
18-12-2020,1001,Subscriptions,PrimeVideo,220.29,Credit Card,TRUE,SUBS
18-12-2020,1001,Subscriptions,YouTubePremium,475.54,Credit Card,TRUE,SUBS
18-12-2020,1001,Groceries,BigBazaar,434.4,Credit Card,FALSE,
18-12-2020,1001,Dining,Swiggy,214.67,Credit Card,FALSE,
18-12-2020,1001,Miscellaneous,Amazon,90.39,NetBanking,FALSE,
19-12-2020,1001,Subscriptions,YouTubePremium,154.31,Credit Card,TRUE,SUBS
19-12-2020,1001,Subscriptions,PrimeVideo,253.32,Debit Card,TRUE,SUBS
19-12-2020,1001,Rent,Landlord-RTGS,23578.22,UPI,TRUE,RENT
19-12-2020,1001,Entertainment,PlayStore,260.94,UPI,FALSE,
20-12-2020,1001,Groceries,LocalKirana,437.14,UPI,FALSE,
21-12-2020,1001,Groceries,DMart,430.4,NetBanking,FALSE,
22-12-2020,1001,Rent,Landlord-RTGS,32974.22,UPI,TRUE,RENT
23-12-2020,1001,Dining,BarbequeNation,135.21,Credit Card,FALSE,
24-12-2020,1001,Travel,MakeMyTrip,1315.84,Credit Card,FALSE,
24-12-2020,1001,Miscellaneous,StationeryStore,50,UPI,FALSE,
24-12-2020,1001,Groceries,DMart,643.97,Credit Card,FALSE,
24-12-2020,1001,Entertainment,Steam,370.61,UPI,FALSE,
24-12-2020,1001,Subscriptions,YouTubePremium,260.95,UPI,TRUE,SUBS
24-12-2020,1001,Education,LocalTutors,294.35,Credit Card,FALSE,
24-12-2020,1001,Dining,Swiggy,342.4,Credit Card,FALSE,
25-12-2020,1001,Travel,AirIndia,1004.88,Credit Card,FALSE,
25-12-2020,1001,Transport,Ola,93.65,Cash,FALSE,
25-12-2020,1001,Healthcare,Thyrocare,313.02,NetBanking,FALSE,
26-12-2020,1001,Subscriptions,Netflix,83.25,Credit Card,TRUE,SUBS
26-12-2020,1001,Miscellaneous,Amazon,96.09,NetBanking,FALSE,
26-12-2020,1001,Miscellaneous,Flipkart,69.51,UPI,FALSE,
26-12-2020,1001,Utilities,WaterWorks,632.68,UPI,FALSE,
27-12-2020,1001,Healthcare,ApolloPharmacy,286.05,NetBanking,FALSE,
27-12-2020,1001,Education,LocalTutors,218.5,Credit Card,FALSE,
27-12-2020,1001,Entertainment,PlayStore,247.57,UPI,FALSE,
28-12-2020,1001,Groceries,DMart,520.06,UPI,FALSE,
29-12-2020,1001,Travel,OYO,1361.84,UPI,FALSE,
29-12-2020,1001,Miscellaneous,Flipkart,59.62,Credit Card,FALSE,
29-12-2020,1001,Entertainment,BookMyShow,162.61,UPI,FALSE,
29-12-2020,1001,Rent,ApartmentMgmt,18578.94,Credit Card,TRUE,RENT
29-12-2020,1001,Dining,BarbequeNation,426.11,Credit Card,FALSE,
29-12-2020,1001,Entertainment,PVR,215.57,Credit Card,FALSE,
30-12-2020,1001,Entertainment,PlayStore,328.13,Credit Card,FALSE,
30-12-2020,1001,Travel,IndiGo,1448.63,Cash,FALSE,
30-12-2020,1001,Groceries,DMart,465.86,UPI,FALSE,
31-12-2020,1001,Groceries,BigBazaar,475.34,UPI,FALSE,
31-12-2020,1001,Education,LocalTutors,269.71,UPI,FALSE,
31-12-2020,1001,Healthcare,CityHospital,159.43,UPI,FALSE,
01-01-2021,1001,Entertainment,Steam,285.51,Debit Card,FALSE,
01-01-2021,1001,Transport,Uber,237.04,UPI,FALSE,
